Lower	Upper	Sex	Exposure	scenario	predicted_CSO	total_cso_driven	total_ncso_driven	overall_ppv	ppv_first	ppv_xct	diagnostic_ls_css_first	diagnostic_ls_css_xct	diagnostic_ls_os_first	diagnostic_ls_os_xct
60	64	Male	Any	old_4	Myeloid lineage	0	0	8	0	7	Inf	61.5	Inf	68.4
60	64	Male	Any	old_4	Neuroendocrine cells	77	45	50	42	13	8.8	28.5	10.2	33.6
60	64	Male	Any	old_4	Ovary	0	0	NA	NA	NA	NA	NA	NA	NA
60	64	Male	Any	old_4	Pancreas, gallbladder	76	44	52	41	18	14.8	23	16.1	27.2
60	64	Male	Any	old_4	Plasma cell neoplasm	42	29	34	32	3	Inf	147	Inf	163.4
60	64	Male	Any	old_4	Prostate	42	18	65	57	20	37.1	18.4	42.3	21.8
60	64	Male	Any	old_4	Stomach, esophagus	63	38	49	40	14	10	34.1	11.9	38
60	64	Male	Any	old_4	Thyroid gland	0	0	8	0	8	Inf	61.8	Inf	68.6
60	64	Male	Any	old_4	Uterus	0	0	NA	NA	NA	NA	NA	NA	NA
60	64	Male	Current	old_3	Anus	11	9	38	22	20	19.2	23.1	20.5	25.7
60	64	Male	Current	old_3	Bladder, urothelial	50	7	90	86	28	4.9	14.6	5.4	16
60	64	Male	Current	old_3	Bone and soft tissue	19	9	71	50	43	6.4	8.6	6.7	10.3
60	64	Male	Current	old_3	Breast	79	77	36	3	34	219.8	13.6	222.2	15.1
60	64	Male	Current	old_3	Cervix	0	0	NA	NA	NA	NA	NA	NA	NA
60	64	Male	Current	old_3	Colon, rectum	313	99	77	68	26	4.7	18.4	5	20.8
60	64	Male	Current	old_3	Head and neck	818	65	96	92	47	5.9	8.5	6.2	10
60	64	Male	Current	old_3	Kidney	22	12	74	47	51	6.8	7.7	7.4	8.9
60	64	Male	Current	old_3	Liver, bile duct	178	30	91	83	47	5.7	10	7.2	11.2
60	64	Male	Current	old_3	Lung	767	181	88	76	48	4.3	10.2	5.2	11.1
60	64	Male	Current	old_3	Lymphoid lineage	201	74	72	63	24	16.9	19.3	15.9	21.6
60	64	Male	Current	old_3	Melanocytic lineage	4	3	45	31	20	Inf	22.9	Inf	25.6
60	64	Male	Current	old_3	Myeloid lineage	0	0	20	1	20	Inf	22.8	Inf	25.4
60	64	Male	Current	old_3	Neuroendocrine cells	199	62	81	69	38	5.5	9.9	6.4	11.8
60	64	Male	Current	old_3	Ovary	0	0	NA	NA	NA	NA	NA	NA	NA
60	64	Male	Current	old_3	Pancreas, gallbladder	169	65	79	62	44	10.9	9.7	11.8	11.4
60	64	Male	Current	old_3	Plasma cell neoplasm	51	31	46	40	9	Inf	50.2	Inf	56
60	64	Male	Current	old_3	Prostate	80	29	82	64	49	26.6	7.2	28.9	8.6
60	64	Male	Current	old_3	Stomach, esophagus	126	50	74	60	36	6.9	14	8.1	15.7
60	64	Male	Current	old_3	Thyroid gland	0	0	20	0	20	Inf	23	Inf	25.6
60	64	Male	Current	old_3	Uterus	0	0	NA	NA	NA	NA	NA	NA	NA
60	64	Male	Current	old_4	Anus	10	8	29	19	12	21.8	39	23.3	43.9
60	64	Male	Current	old_4	Bladder, urothelial	28	6	82	78	16	5.3	26	5.9	28.9
60	64	Male	Current	old_4	Bone and soft tissue	12	8	57	34	34	9.1	10.6	9.6	12.6
60	64	Male	Current	old_4	Breast	65	64	22	2	21	362.9	20.9	366.9	23.5
60	64	Male	Current	old_4	Cervix	0	0	NA	NA	NA	NA	NA	NA	NA
60	64	Male	Current	old_4	Colon, rectum	252	88	71	65	16	4.8	28.4	5.2	32.5
60	64	Male	Current	old_4	Head and neck	343	55	90	84	37	6.4	10.4	6.8	12.3
60	64	Male	Current	old_4	Kidney	14	9	59	33	39	10.3	9.6	11.1	11.2
60	64	Male	Current	old_4	Liver, bile duct	92	23	83	75	32	6	13.6	7.5	15.4
60	64	Male	Current	old_4	Lung	592	135	84	77	31	4.3	15.4	5.2	17.1
60	64	Male	Current	old_4	Lymphoid lineage	119	67	53	44	16	26.1	28.8	24.7	32.7
60	64	Male	Current	old_4	Melanocytic lineage	3	3	29	20	12	Inf	38.7	Inf	43.5
60	64	Male	Current	old_4	Myeloid lineage	0	0	12	1	11	Inf	38.5	Inf	43.3
60	64	Male	Current	old_4	Neuroendocrine cells	158	55	76	65	29	5.9	12.3	6.9	14.7
60	64	Male	Current	old_4	Ovary	0	0	NA	NA	NA	NA	NA	NA	NA
60	64	Male	Current	old_4	Pancreas, gallbladder	98	52	63	47	31	13	13.2	14.1	15.7
60	64	Male	Current	old_4	Plasma cell neoplasm	43	29	35	32	5	Inf	89.7	Inf	101
60	64	Male	Current	old_4	Prostate	49	25	70	49	41	42.9	8.5	48.9	10.2
60	64	Male	Current	old_4	Stomach, esophagus	89	42	64	53	23	7.7	20.2	9.3	22.9
60	64	Male	Current	old_4	Thyroid gland	0	0	12	0	12	Inf	38.7	Inf	43.6
60	64	Male	Current	old_4	Uterus	0	0	NA	NA	NA	NA	NA	NA	NA
60	64	Male	Former	old_3	Anus	11	8	34	23	14	18.1	34.5	19.3	38.1
60	64	Male	Former	old_3	Bladder, urothelial	33	7	85	80	22	5.2	18	5.8	19.7
60	64	Male	Former	old_3	Bone and soft tissue	16	7	67	57	23	5.5	17.4	5.8	20.3
60	64	Male	Former	old_3	Breast	66	64	23	3	20	183.5	22.5	185.5	24.8
60	64	Male	Former	old_3	Cervix	0	0	NA	NA	NA	NA	NA	NA	NA
60	64	Male	Former	old_3	Colon, rectum	259	89	72	66	18	4.9	28.8	5.3	32.2
60	64	Male	Former	old_3	Head and neck	300	50	89	83	31	6.5	14.2	6.9	16.3
60	64	Male	Former	old_3	Kidney	18	9	68	51	35	6.3	11.7	6.8	13
60	64	Male	Former	old_3	Liver, bile duct	121	24	87	80	35	6	13.8	7.5	15.1
60	64	Male	Former	old_3	Lung	300	132	69	56	30	5.9	16.6	7.2	18.2
60	64	Male	Former	old_3	Lymphoid lineage	195	68	71	65	17	16.3	28.7	15.4	31.6
60	64	Male	Former	old_3	Melanocytic lineage	4	3	42	33	14	Inf	34.2	Inf	37.8
60	64	Male	Former	old_3	Myeloid lineage	0	0	14	1	13	Inf	34	Inf	37.6
60	64	Male	Former	old_3	Neuroendocrine cells	90	48	57	47	19	7.7	21	8.8	24.5
60	64	Male	Former	old_3	Ovary	0	0	NA	NA	NA	NA	NA	NA	NA
60	64	Male	Former	old_3	Pancreas, gallbladder	118	52	69	56	30	12.1	14.5	13.1	17.1
60	64	Male	Former	old_3	Plasma cell neoplasm	50	30	44	41	6	Inf	78.2	Inf	86.4
60	64	Male	Former	old_3	Prostate	71	20	79	72	27	23.6	14.2	25.7	16.6
60	64	Male	Former	old_3	Stomach, esophagus	92	43	65	53	24	7.7	21.5	9.1	23.8
60	64	Male	Former	old_3	Thyroid gland	0	0	14	0	14	Inf	34.2	Inf	37.8
60	64	Male	Former	old_3	Uterus	0	0	NA	NA	NA	NA	NA	NA	NA
60	64	Male	Former	old_4	Anus	9	8	26	20	8	21	61.8	22.5	68.8
60	64	Male	Former	old_4	Bladder, urothelial	19	6	73	70	12	6	34.4	6.7	37.7
60	64	Male	Former	old_4	Bone and soft tissue	11	6	49	40	16	7.8	24	8.3	28.2
60	64	Male	Former	old_4	Breast	59	58	13	2	12	326.5	37.3	330.1	41.4
60	64	Male	Former	old_4	Cervix	0	0	NA	NA	NA	NA	NA	NA	NA
60	64	Male	Former	old_4	Colon, rectum	212	82	65	62	10	5.1	49.5	5.5	56
60	64	Male	Former	old_4	Head and neck	140	44	75	69	22	7.8	19.5	8.4	22.7
60	64	Male	Former	old_4	Kidney	12	7	50	36	23	9.5	17.1	10.3	19.3
60	64	Male	Former	old_4	Liver, bile duct	65	20	76	69	21	6.5	21.6	8.1	23.8
60	64	Male	Former	old_4	Lung	242	112	61	54	17	6.2	28.6	7.5	31.6
60	64	Male	Former	old_4	Lymphoid lineage	115	63	51	45	10	25.3	46.6	23.9	51.7
60	64	Male	Former	old_4	Melanocytic lineage	3	2	27	21	8	Inf	61	Inf	67.9
60	64	Male	Former	old_4	Myeloid lineage	0	0	8	0	7	Inf	60.8	Inf	67.6
60	64	Male	Former	old_4	Neuroendocrine cells	76	44	49	41	13	9	29.2	10.4	34.5
60	64	Male	Former	old_4	Ovary	0	0	NA	NA	NA	NA	NA	NA	NA
60	64	Male	Former	old_4	Pancreas, gallbladder	74	45	51	39	19	15.5	22.7	16.8	26.9
60	64	Male	Former	old_4	Plasma cell neoplasm	42	29	34	32	3	Inf	145.3	Inf	161.5
60	64	Male	Former	old_4	Prostate	42	18	65	57	19	37	18.8	42.2	22.3
60	64	Male	Former	old_4	Stomach, esophagus	67	38	52	44	14	9.3	34.8	11.1	38.8
60	64	Male	Former	old_4	Thyroid gland	0	0	8	0	8	Inf	61.1	Inf	67.9
60	64	Male	Former	old_4	Uterus	0	0	NA	NA	NA	NA	NA	NA	NA
60	64	Male	Never	old_3	Anus	10	8	32	24	11	17.7	44.5	18.9	48.7
60	64	Male	Never	old_3	Bladder, urothelial	18	6	71	65	18	6.6	22.8	7.3	24.7
60	64	Male	Never	old_3	Bone and soft tissue	15	6	65	60	12	5.2	37.9	5.5	42.5
60	64	Male	Never	old_3	Breast	62	60	18	3	15	172	31.5	173.9	34.3
60	64	Male	Never	old_3	Cervix	0	0	NA	NA	NA	NA	NA	NA	NA
60	64	Male	Never	old_3	Colon, rectum	227	85	68	62	14	5.1	39.7	5.5	43.7
60	64	Male	Never	old_3	Head and neck	177	44	81	75	22	7.2	23.3	7.7	26
60	64	Male	Never	old_3	Kidney	15	8	61	46	27	7	15.6	7.6	16.8
60	64	Male	Never	old_3	Liver, bile duct	93	23	83	75	30	6.3	16.2	7.9	17.4
60	64	Male	Never	old_3	Lung	142	117	34	17	20	19.1	24.8	23.1	27
60	64	Male	Never	old_3	Lymphoid lineage	192	65	71	66	13	16.1	36.5	15.2	39.7
60	64	Male	Never	old_3	Melanocytic lineage	4	3	41	33	11	Inf	43.9	Inf	48.1
60	64	Male	Never	old_3	Myeloid lineage	0	0	11	0	11	Inf	43.8	Inf	47.9
60	64	Male	Never	old_3	Neuroendocrine cells	53	43	28	19	11	15.4	46.5	17	51.9
60	64	Male	Never	old_3	Ovary	0	0	NA	NA	NA	NA	NA	NA	NA
60	64	Male	Never	old_3	Pancreas, gallbladder	108	47	66	57	22	11.9	20.5	12.9	23.9
60	64	Male	Never	old_3	Plasma cell neoplasm	50	29	44	41	5	Inf	102.3	Inf	112.1
60	64	Male	Never	old_3	Prostate	68	17	79	75	13	22.6	33.4	24.5	37.6
60	64	Male	Never	old_3	Stomach, esophagus	69	41	53	41	21	9.8	27.3	11.5	29.8
60	64	Male	Never	old_3	Thyroid gland	0	0	11	0	11	Inf	44	Inf	48.2
60	64	Male	Never	old_3	Uterus	0	0	NA	NA	NA	NA	NA	NA	NA
60	64	Male	Never	old_4	Anus	9	7	25	20	6	20.7	83.2	22.1	91.4
60	64	Male	Never	old_4	Bladder, urothelial	11	6	55	51	9	8.5	44.9	9.4	48.9
60	64	Male	Never	old_4	Bone and soft tissue	10	6	46	42	7	7.4	63.3	7.8	71.7
60	64	Male	Never	old_4	Breast	56	55	10	2	8	314.2	54.8	317.7	59.9
60	64	Male	Never	old_4	Cervix	0	0	NA	NA	NA	NA	NA	NA	NA
60	64	Male	Never	old_4	Colon, rectum	188	79	61	58	7	5.4	75.3	5.8	83.7
60	64	Male	Never	old_4	Head and neck	90	40	62	56	13	9.5	37.5	10.2	42.3
60	64	Male	Never	old_4	Kidney	10	7	41	30	16	11.2	26.8	12.1	29.1
60	64	Male	Never	old_4	Liver, bile duct	52	19	69	63	17	7.1	27.7	8.9	29.9
60	64	Male	Never	old_4	Lung	123	104	24	16	11	21.5	46.9	26.1	51.4
60	64	Male	Never	old_4	Lymphoid lineage	114	61	50	46	8	24.9	63.2	23.5	68.8
60	64	Male	Never	old_4	Melanocytic lineage	3	2	26	21	6	Inf	81.7	Inf	89.8
60	64	Male	Never	old_4	Myeloid lineage	0	0	6	0	6	Inf	81.5	Inf	89.5
60	64	Male	Never	old_4	Neuroendocrine cells	48	41	19	14	6	21.4	78.9	24.3	89
60	64	Male	Never	old_4	Ovary	0	0	NA	NA	NA	NA	NA	NA	NA
60	64	Male	Never	old_4	Pancreas, gallbladder	68	41	47	39	12	15.5	35.8	16.8	41.9
60	64	Male	Never	old_4	Plasma cell neoplasm	42	28	34	32	2	Inf	196.7	Inf	216.2
60	64	Male	Never	old_4	Prostate	40	16	63	60	8	35	54.3	39.9	61.8
60	64	Male	Never	old_4	Stomach, esophagus	52	36	37	30	11	13.3	47.6	15.8	52.2
60	64	Male	Never	old_4	Thyroid gland	0	0	6	0	6	Inf	81.8	Inf	89.9
60	64	Male	Never	old_4	Uterus	0	0	NA	NA	NA	NA	NA	NA	NA
65	69	Female	Any	old_3	Anus	25	20	75	21	69	29.1	4.9	31.2	5.5
65	69	Female	Any	old_3	Bladder, urothelial	16	6	71	64	20	6.8	20.3	7.6	21.8
65	69	Female	Any	old_3	Bone and soft tissue	22	13	78	42	62	7.5	5.9	7.6	6.2
65	69	Female	Any	old_3	Breast	244	58	81	76	22	8	19.9	8.1	21.4
65	69	Female	Any	old_3	Cervix	15	3	85	83	15	4	29.8	4.5	31.9
65	69	Female	Any	old_3	Colon, rectum	237	85	72	64	22	5.5	18.5	6	20
65	69	Female	Any	old_3	Head and neck	141	56	78	60	45	9.9	8.3	9.8	9.3
65	69	Female	Any	old_3	Kidney	13	8	60	34	39	10.3	10.4	11	11.4
65	69	Female	Any	old_3	Liver, bile duct	53	23	73	56	39	9.1	12.2	10.8	13.4
65	69	Female	Any	old_3	Lung	303	112	72	63	25	5.4	18.3	6.4	19.8
65	69	Female	Any	old_3	Lymphoid lineage	185	63	72	66	18	18.9	24.9	18.3	26.7
65	69	Female	Any	old_3	Melanocytic lineage	3	2	31	18	16	Inf	27.2	Inf	29.3
65	69	Female	Any	old_3	Myeloid lineage	0	0	16	1	15	Inf	27.1	Inf	29.2
65	69	Female	Any	old_3	Neuroendocrine cells	104	46	66	56	22	6.2	18	7.1	20.5
65	69	Female	Any	old_3	Ovary	126	15	91	88	23	3.1	20.7	3.2	22
65	69	Female	Any	old_3	Pancreas, gallbladder	122	48	73	61	32	12	12	13.9	13.1
65	69	Female	Any	old_3	Plasma cell neoplasm	48	27	46	43	7	Inf	63.1	Inf	67.8
65	69	Female	Any	old_3	Prostate	0	0	NA	NA	NA	NA	NA	NA	NA
65	69	Female	Any	old_3	Stomach, esophagus	61	41	52	33	29	11.5	18.1	13.2	20.1
65	69	Female	Any	old_3	Thyroid gland	0	0	16	0	16	Inf	27.3	Inf	29.3
65	69	Female	Any	old_3	Uterus	155	92	70	41	49	12.2	5.9	12.7	6.2
65	69	Female	Any	old_4	Anus	16	12	60	26	46	23.2	7.4	24.8	8.2
65	69	Female	Any	old_4	Bladder, urothelial	10	5	55	50	11	8.8	38.7	9.8	41.7
65	69	Female	Any	old_4	Bone and soft tissue	12	8	61	33	42	9.4	8.7	9.4	9.3
65	69	Female	Any	old_4	Breast	145	52	68	64	12	9.5	34	9.6	36.9
65	69	Female	Any	old_4	Cervix	7	2	69	66	8	5	54.9	5.6	59.2
65	69	Female	Any	old_4	Colon, rectum	192	76	65	61	12	5.7	33.7	6.2	36.7
65	69	Female	Any	old_4	Head and neck	76	44	60	42	30	14	12.7	13.9	14.3
65	69	Female	Any	old_4	Kidney	9	7	42	22	26	17	15	18.1	16.7
65	69	Female	Any	old_4	Liver, bile duct	32	19	56	42	24	11.4	18.9	13.5	20.8
65	69	Female	Any	old_4	Lung	248	99	66	60	14	5.7	30.6	6.7	33.6
65	69	Female	Any	old_4	Lymphoid lineage	108	58	52	46	11	28.6	42	27.5	45.4
65	69	Female	Any	old_4	Melanocytic lineage	2	2	19	11	9	Inf	51	Inf	55.2
65	69	Female	Any	old_4	Myeloid lineage	0	0	9	0	8	Inf	50.8	Inf	55
65	69	Female	Any	old_4	Neuroendocrine cells	86	42	59	51	15	6.8	25.2	8	28.9
65	69	Female	Any	old_4	Ovary	56	13	80	77	12	3.6	38.8	3.8	41.6
65	69	Female	Any	old_4	Pancreas, gallbladder	73	41	55	45	20	15	19.8	17.4	21.9
65	69	Female	Any	old_4	Plasma cell neoplasm	40	27	36	34	3	Inf	123.9	Inf	134
65	69	Female	Any	old_4	Prostate	0	0	NA	NA	NA	NA	NA	NA	NA
65	69	Female	Any	old_4	Stomach, esophagus	45	35	35	22	17	17	29.4	19.3	32.9
65	69	Female	Any	old_4	Thyroid gland	0	0	9	0	9	Inf	51	Inf	55.2
65	69	Female	Any	old_4	Uterus	90	65	47	27	28	17.7	10.7	18.5	11.2
65	69	Female	Current	old_3	Anus	32	27	81	16	77	37.4	4.4	40	4.9
65	69	Female	Current	old_3	Bladder, urothelial	28	6	84	78	26	5.4	15.4	6	16.8
65	69	Female	Current	old_3	Bone and soft tissue	25	16	80	36	69	8.6	5.2	8.7	5.6
65	69	Female	Current	old_3	Breast	253	67	82	73	32	8.3	13.1	8.4	14.4
65	69	Female	Current	old_3	Cervix	22	3	90	87	20	3.8	21.5	4.3	23.4
65	69	Female	Current	old_3	Colon, rectum	301	97	78	68	31	5.2	12.9	5.6	14.2
65	69	Female	Current	old_3	Head and neck	335	82	91	76	62	7.9	5.8	7.8	6.6
65	69	Female	Current	old_3	Kidney	18	12	71	33	57	10.8	6.7	11.5	7.7
65	69	Female	Current	old_3	Liver, bile duct	79	30	82	63	52	8.1	8.9	9.6	10
65	69	Female	Current	old_3	Lung	946	144	91	85	41	4	10.6	4.7	11.7
65	69	Female	Current	old_3	Lymphoid lineage	191	70	73	64	26	19.6	16.7	19	18.4
65	69	Female	Current	old_3	Melanocytic lineage	3	3	35	17	21	Inf	19.7	Inf	21.5
65	69	Female	Current	old_3	Myeloid lineage	0	0	21	1	21	Inf	19.5	Inf	21.4
65	69	Female	Current	old_3	Neuroendocrine cells	295	64	88	78	45	4.5	8.3	5.3	9.6
65	69	Female	Current	old_3	Ovary	127	16	91	88	28	3.1	16.5	3.2	17.8
65	69	Female	Current	old_3	Pancreas, gallbladder	172	61	81	65	46	11.2	8.2	13	9.2
65	69	Female	Current	old_3	Plasma cell neoplasm	49	28	47	42	10	Inf	43.8	Inf	47.9
65	69	Female	Current	old_3	Prostate	0	0	NA	NA	NA	NA	NA	NA	NA
65	69	Female	Current	old_3	Stomach, esophagus	83	48	65	42	40	9.4	12.1	10.8	13.6
65	69	Female	Current	old_3	Thyroid gland	0	0	21	0	21	Inf	19.7	Inf	21.5
65	69	Female	Current	old_3	Uterus	157	93	70	40	49	12.3	5.9	12.8	6.2
65	69	Female	Current	old_4	Anus	19	15	66	22	57	27.4	6	29.3	6.7
65	69	Female	Current	old_4	Bladder, urothelial	16	5	72	67	15	6.3	26.6	7	29.2
65	69	Female	Current	old_4	Bone and soft tissue	15	11	67	28	55	11.2	6.5	11.2	7.3
65	69	Female	Current	old_4	Breast	150	58	70	62	21	9.9	19.4	10	21.6
65	69	Female	Current	old_4	Cervix	10	3	77	74	12	4.5	35	5	38.7
65	69	Female	Current	old_4	Colon, rectum	240	84	72	65	20	5.3	19.6	5.7	22
65	69	Female	Current	old_4	Head and neck	158	61	80	61	50	9.7	7.3	9.6	8.4
65	69	Female	Current	old_4	Kidney	12	10	58	21	46	17.4	8.1	18.6	9.3
65	69	Female	Current	old_4	Liver, bile duct	46	23	69	50	37	9.6	11.6	11.3	13.1
65	69	Female	Current	old_4	Lung	742	118	89	84	28	4.1	14.9	4.8	16.7
65	69	Female	Current	old_4	Lymphoid lineage	112	63	54	44	18	29.9	24.5	28.8	27.3
65	69	Female	Current	old_4	Melanocytic lineage	3	2	22	11	13	Inf	32.8	Inf	36.3
65	69	Female	Current	old_4	Myeloid lineage	0	0	13	1	12	Inf	32.6	Inf	36.1
65	69	Female	Current	old_4	Neuroendocrine cells	233	56	85	76	37	4.7	9.9	5.5	11.6
65	69	Female	Current	old_4	Ovary	56	14	80	76	16	3.6	27.8	3.8	30.4
65	69	Female	Current	old_4	Pancreas, gallbladder	99	49	67	50	34	13.3	11	15.4	12.5
65	69	Female	Current	old_4	Plasma cell neoplasm	41	27	37	33	5	Inf	77.4	Inf	85.7
65	69	Female	Current	old_4	Prostate	0	0	NA	NA	NA	NA	NA	NA	NA
65	69	Female	Current	old_4	Stomach, esophagus	58	40	50	32	27	12.4	16.8	14.2	19.1
65	69	Female	Current	old_4	Thyroid gland	0	0	13	0	13	Inf	32.8	Inf	36.3
65	69	Female	Current	old_4	Uterus	91	66	48	27	28	17.9	10.5	18.6	11
65	69	Female	Former	old_3	Anus	28	23	78	19	72	32.2	4.7	34.4	5.2
65	69	Female	Former	old_3	Bladder, urothelial	19	6	76	70	21	6.1	18.9	6.8	20.3
65	69	Female	Former	old_3	Bone and soft tissue	22	13	78	41	62	7.6	5.8	7.7	6.2
65	69	Female	Former	old_3	Breast	244	59	81	76	22	8	19	8.1	20.5
65	69	Female	Former	old_3	Cervix	18	3	87	85	15	3.9	28.8	4.4	30.9
65	69	Female	Former	old_3	Colon, rectum	249	86	73	65	23	5.4	17.8	5.8	19.2
65	69	Female	Former	old_3	Head and neck	144	60	79	58	49	10.2	7.6	10.1	8.5
65	69	Female	Former	old_3	Kidney	14	9	63	37	40	9.4	9.9	10	10.9
65	69	Female	Former	old_3	Liver, bile duct	56	24	75	58	40	8.8	11.9	10.4	13.1
65	69	Female	Former	old_3	Lung	343	114	75	67	26	5.1	17.1	6	18.6
65	69	Female	Former	old_3	Lymphoid lineage	185	64	72	66	19	19	23.7	18.4	25.6
65	69	Female	Former	old_3	Melanocytic lineage	3	2	32	18	16	Inf	26	Inf	28
65	69	Female	Former	old_3	Myeloid lineage	0	0	16	1	16	Inf	25.8	Inf	27.9
65	69	Female	Former	old_3	Neuroendocrine cells	116	47	70	60	24	5.8	16.3	6.8	18.6
65	69	Female	Former	old_3	Ovary	126	15	91	88	24	3.1	20.1	3.2	21.4
65	69	Female	Former	old_3	Pancreas, gallbladder	120	49	73	59	34	12.3	11.5	14.3	12.6
65	69	Female	Former	old_3	Plasma cell neoplasm	48	28	47	42	7	Inf	59.8	Inf	64.6
65	69	Female	Former	old_3	Prostate	0	0	NA	NA	NA	NA	NA	NA	NA
65	69	Female	Former	old_3	Stomach, esophagus	64	41	55	36	29	10.6	17.5	12.2	19.4
65	69	Female	Former	old_3	Thyroid gland	0	0	16	0	16	Inf	26	Inf	28
65	69	Female	Former	old_3	Uterus	155	92	70	41	49	12.2	5.9	12.7	6.2
65	69	Female	Former	old_4	Anus	17	13	63	24	51	24.7	6.7	26.4	7.5
65	69	Female	Former	old_4	Bladder, urothelial	12	5	62	57	12	7.5	35.8	8.4	38.6
65	69	Female	Former	old_4	Bone and soft tissue	13	8	61	33	43	9.5	8.5	9.5	9.1
65	69	Female	Former	old_4	Breast	145	53	69	64	13	9.5	31.9	9.6	34.7
65	69	Female	Former	old_4	Cervix	8	2	73	70	9	4.7	52.3	5.3	56.6
65	69	Female	Former	old_4	Colon, rectum	201	76	67	62	13	5.6	31.7	6	34.7
65	69	Female	Former	old_4	Head and neck	78	46	61	41	33	14.4	11.4	14.3	12.9
65	69	Female	Former	old_4	Kidney	9	7	45	24	28	15.1	14.1	16.2	15.6
65	69	Female	Former	old_4	Liver, bile duct	34	19	58	44	25	10.9	18.2	12.8	20.1
65	69	Female	Former	old_4	Lung	278	100	70	64	15	5.4	28	6.3	30.9
65	69	Female	Former	old_4	Lymphoid lineage	108	58	53	46	12	28.7	39.5	27.7	42.8
65	69	Female	Former	old_4	Melanocytic lineage	2	2	19	11	9	Inf	48.2	Inf	52.3
65	69	Female	Former	old_4	Myeloid lineage	0	0	9	0	9	Inf	48	Inf	52.1
65	69	Female	Former	old_4	Neuroendocrine cells	95	43	63	55	17	6.4	22.4	7.5	25.8
65	69	Female	Former	old_4	Ovary	56	13	80	77	13	3.6	37.3	3.8	40
65	69	Female	Former	old_4	Pancreas, gallbladder	72	41	55	43	21	15.5	18.5	18	20.5
65	69	Female	Former	old_4	Plasma cell neoplasm	40	27	36	34	4	Inf	116.6	Inf	126.5
65	69	Female	Former	old_4	Prostate	0	0	NA	NA	NA	NA	NA	NA	NA
65	69	Female	Former	old_4	Stomach, esophagus	47	35	38	26	17	15.1	28.1	17.3	31.4
65	69	Female	Former	old_4	Thyroid gland	0	0	9	0	9	Inf	48.2	Inf	52.3
65	69	Female	Former	old_4	Uterus	90	65	47	27	28	17.8	10.7	18.5	11.2
65	69	Female	Never	old_3	Anus	23	17	72	23	64	26.1	5.3	27.9	5.9
65	69	Female	Never	old_3	Bladder, urothelial	12	6	61	52	18	8.7	22.8	9.7	24.3
65	69	Female	Never	old_3	Bone and soft tissue	21	12	77	43	59	7.2	6.1	7.3	6.4
65	69	Female	Never	old_3	Breast	241	56	81	77	18	7.9	23.9	8	25.5
65	69	Female	Never	old_3	Cervix	13	3	82	79	13	4.2	33.6	4.7	35.7
65	69	Female	Never	old_3	Colon, rectum	218	82	69	62	19	5.7	21.5	6.1	22.9
65	69	Female	Never	old_3	Head and neck	94	49	67	48	37	12.4	10.5	12.4	11.6
65	69	Female	Never	old_3	Kidney	11	8	54	33	32	10.5	13.4	11.3	14.2
65	69	Female	Never	old_3	Liver, bile duct	46	22	69	52	35	9.8	14	11.6	15.1
65	69	Female	Never	old_3	Lung	137	104	38	25	18	14	25	16.4	26.7
65	69	Female	Never	old_3	Lymphoid lineage	183	61	72	67	16	18.7	29.3	18.1	31
65	69	Female	Never	old_3	Melanocytic lineage	3	2	30	19	14	Inf	30.9	Inf	33
65	69	Female	Never	old_3	Myeloid lineage	0	0	14	1	14	Inf	30.7	Inf	32.8
65	69	Female	Never	old_3	Neuroendocrine cells	55	41	36	26	13	12.8	34.7	14.4	38.3
65	69	Female	Never	old_3	Ovary	126	15	91	88	22	3.1	22.4	3.2	23.7
65	69	Female	Never	old_3	Pancreas, gallbladder	111	44	71	60	27	12.2	14.5	14.2	15.5
65	69	Female	Never	old_3	Plasma cell neoplasm	48	27	46	43	6	Inf	72.3	Inf	77.2
65	69	Female	Never	old_3	Prostate	0	0	NA	NA	NA	NA	NA	NA	NA
65	69	Female	Never	old_3	Stomach, esophagus	54	39	46	28	25	13.1	21.5	14.9	23.7
65	69	Female	Never	old_3	Thyroid gland	0	0	14	0	14	Inf	30.9	Inf	33
65	69	Female	Never	old_3	Uterus	155	91	69	41	48	12.2	5.9	12.7	6.2
65	69	Female	Never	old_4	Anus	15	11	57	27	41	21.6	8.3	23.1	9.3
65	69	Female	Never	old_4	Bladder, urothelial	8	5	43	37	9	12	45.3	13.4	48.4
65	69	Female	Never	old_4	Bone and soft tissue	12	8	59	35	37	8.9	9.9	8.9	10.4
65	69	Female	Never	old_4	Breast	143	51	68	65	10	9.4	44	9.5	47
65	69	Female	Never	old_4	Cervix	6	2	64	61	7	5.4	65.3	6.1	69.7
65	69	Female	Never	old_4	Colon, rectum	178	74	63	58	10	5.9	43	6.4	45.9
65	69	Female	Never	old_4	Head and neck	56	39	45	30	21	19.5	18.6	19.4	20.6
65	69	Female	Never	old_4	Kidney	8	6	35	21	18	17.7	22.7	18.9	24.2
65	69	Female	Never	old_4	Liver, bile duct	29	18	50	38	20	12.7	23.7	15	25.7
65	69	Female	Never	old_4	Lung	120	94	30	22	10	15.8	46.9	18.6	50.4
65	69	Female	Never	old_4	Lymphoid lineage	106	57	52	47	9	28.3	53.2	27.2	56.5
65	69	Female	Never	old_4	Melanocytic lineage	2	2	18	11	7	Inf	60.8	Inf	65.1
65	69	Female	Never	old_4	Myeloid lineage	0	0	7	0	7	Inf	60.6	Inf	64.9
