Lower	Upper	Sex	Exposure	scenario	predicted_CSO	total_cso_driven	total_ncso_driven	overall_ppv	ppv_first	ppv_xct	diagnostic_ls_css_first	diagnostic_ls_css_xct	diagnostic_ls_os_first	diagnostic_ls_os_xct
60	64	Male	Current	old_3	Pancreas, gallbladder	78	46	53	40	22	14.1	19.7	15.2	23.5
60	64	Male	Current	old_3	Plasma cell neoplasm	39	29	28	26	3	Inf	160.1	Inf	180.2
60	64	Male	Current	old_3	Prostate	44	20	67	54	28	36	12.4	38.8	14.9
60	64	Male	Current	old_3	Stomach, esophagus	73	38	55	47	15	9	30.9	10.7	35
60	64	Male	Current	old_3	Thyroid gland	0	0	7	0	7	Inf	67.1	Inf	75.6
60	64	Male	Current	old_3	Uterus	0	0	NA	NA	NA	NA	NA	NA	NA
60	64	Male	Current	old_4	Anus	8	7	18	12	6	36.6	76.9	39.6	86.7
60	64	Male	Current	old_4	Bladder, urothelial	16	6	68	65	10	7.7	44	8.6	48.7
60	64	Male	Current	old_4	Bone and soft tissue	9	7	42	27	21	12.1	17.1	12.7	20.5
60	64	Male	Current	old_4	Breast	58	57	12	1	11	565.9	39.6	575.1	44.6
60	64	Male	Current	old_4	Cervix	0	0	NA	NA	NA	NA	NA	NA	NA
60	64	Male	Current	old_4	Colon, rectum	158	81	54	49	9	6.8	50.8	7.4	58.1
60	64	Male	Current	old_4	Head and neck	161	45	79	72	24	7.2	16.3	7.7	19.3
60	64	Male	Current	old_4	Kidney	11	8	47	30	24	12.4	14.9	13.4	17.4
60	64	Male	Current	old_4	Liver, bile duct	59	20	73	66	19	7	21.8	8.8	24.5
60	64	Male	Current	old_4	Lung	342	112	73	67	17	4.8	27.8	5.8	30.8
60	64	Male	Current	old_4	Lymphoid lineage	88	62	36	30	9	40.7	54.2	38.5	61.5
60	64	Male	Current	old_4	Melanocytic lineage	3	2	25	21	6	Inf	76.2	Inf	86
60	64	Male	Current	old_4	Myeloid lineage	0	0	6	0	6	Inf	76	Inf	85.7
60	64	Male	Current	old_4	Neuroendocrine cells	97	47	60	52	17	7.1	20.3	8.2	24.3
60	64	Male	Current	old_4	Ovary	0	0	NA	NA	NA	NA	NA	NA	NA
60	64	Male	Current	old_4	Pancreas, gallbladder	69	45	47	35	19	15.5	21.7	16.8	25.9
60	64	Male	Current	old_4	Plasma cell neoplasm	37	29	25	23	3	Inf	183.1	Inf	206.6
60	64	Male	Current	old_4	Prostate	36	20	59	44	26	48.7	13.2	55.1	15.8
60	64	Male	Current	old_4	Stomach, esophagus	65	37	50	43	13	9.7	34.7	11.6	39.4
60	64	Male	Current	old_4	Thyroid gland	0	0	6	0	6	Inf	76.2	Inf	86
60	64	Male	Current	old_4	Uterus	0	0	NA	NA	NA	NA	NA	NA	NA
60	64	Male	Former	old_3	Anus	8	7	18	13	5	33.9	108.5	36.7	120.8
60	64	Male	Former	old_3	Bladder, urothelial	14	6	64	60	10	9.3	46.2	10.4	50.5
60	64	Male	Former	old_3	Bone and soft tissue	9	6	42	35	10	9.7	40	10.2	47.2
60	64	Male	Former	old_3	Breast	56	55	9	2	7	440	66.9	447.9	74.3
60	64	Male	Former	old_3	Cervix	0	0	NA	NA	NA	NA	NA	NA	NA
60	64	Male	Former	old_3	Colon, rectum	145	79	50	46	7	7.5	76.4	8.1	86
60	64	Male	Former	old_3	Head and neck	86	41	60	53	15	10.2	29.7	10.7	34.5
60	64	Male	Former	old_3	Kidney	11	7	48	38	16	10.4	25.6	11.2	28.7
60	64	Male	Former	old_3	Liver, bile duct	51	19	69	64	15	7.9	31.2	9.9	34.2
60	64	Male	Former	old_3	Lung	175	104	47	40	11	8	48.4	9.6	53.5
60	64	Male	Former	old_3	Lymphoid lineage	92	61	39	34	7	35.2	79.7	33.2	88.3
60	64	Male	Former	old_3	Melanocytic lineage	3	2	35	32	5	Inf	107	Inf	119.1
60	64	Male	Former	old_3	Myeloid lineage	0	0	5	0	5	Inf	106.8	Inf	118.8
60	64	Male	Former	old_3	Neuroendocrine cells	59	42	34	29	8	12.4	48.3	14.3	56.8
60	64	Male	Former	old_3	Ovary	0	0	NA	NA	NA	NA	NA	NA	NA
60	64	Male	Former	old_3	Pancreas, gallbladder	62	42	42	33	13	17.6	35.1	19.1	41.6
60	64	Male	Former	old_3	Plasma cell neoplasm	38	28	27	26	2	Inf	259.2	Inf	288.5
60	64	Male	Former	old_3	Prostate	40	17	64	59	12	33	30.8	35.6	36.5
60	64	Male	Former	old_3	Stomach, esophagus	58	36	44	38	10	11.1	54.4	13.2	60.5
60	64	Male	Former	old_3	Thyroid gland	0	0	5	0	5	Inf	107.1	Inf	119.2
60	64	Male	Former	old_3	Uterus	0	0	NA	NA	NA	NA	NA	NA	NA
60	64	Male	Former	old_4	Anus	8	7	16	12	4	35.9	125.6	38.8	140
60	64	Male	Former	old_4	Bladder, urothelial	12	5	57	54	7	9.5	57.9	10.5	63.5
60	64	Male	Former	old_4	Bone and soft tissue	8	6	36	30	9	11	43.8	11.5	51.8
60	64	Male	Former	old_4	Breast	55	54	7	1	6	536.8	75.1	545.5	83.7
60	64	Male	Former	old_4	Cervix	0	0	NA	NA	NA	NA	NA	NA	NA
60	64	Male	Former	old_4	Colon, rectum	139	78	47	44	6	7.5	90.8	8.2	102.8
60	64	Male	Former	old_4	Head and neck	78	40	56	49	13	10.6	33.3	11.2	38.8
60	64	Male	Former	old_4	Kidney	10	7	40	30	13	12.2	28.9	13.2	32.6
60	64	Male	Former	old_4	Liver, bile duct	44	18	64	58	12	8	36.2	10	39.8
60	64	Male	Former	old_4	Lung	168	102	44	39	9	8.3	55.6	10	61.6
60	64	Male	Former	old_4	Lymphoid lineage	86	60	34	30	6	39.8	90.6	37.6	100.5
60	64	Male	Former	old_4	Melanocytic lineage	3	2	24	21	4	Inf	123.8	Inf	138
60	64	Male	Former	old_4	Myeloid lineage	0	0	4	0	4	Inf	123.5	Inf	137.7
60	64	Male	Former	old_4	Neuroendocrine cells	57	42	32	27	7	13.2	53.3	15.3	62.8
60	64	Male	Former	old_4	Ovary	0	0	NA	NA	NA	NA	NA	NA	NA
60	64	Male	Former	old_4	Pancreas, gallbladder	56	41	35	28	11	20	40	21.7	47.3
60	64	Male	Former	old_4	Plasma cell neoplasm	37	28	25	23	2	Inf	301.4	Inf	336
60	64	Male	Former	old_4	Prostate	32	16	55	49	11	44.1	33.5	50	39.7
60	64	Male	Former	old_4	Stomach, esophagus	53	35	38	33	8	12.4	62.9	14.8	70.2
60	64	Male	Former	old_4	Thyroid gland	0	0	4	0	4	Inf	123.8	Inf	138.1
60	64	Male	Former	old_4	Uterus	0	0	NA	NA	NA	NA	NA	NA	NA
60	64	Male	Never	old_3	Anus	8	7	17	13	4	33.5	146.9	36.3	161.5
60	64	Male	Never	old_3	Bladder, urothelial	9	6	45	41	8	14.5	61.1	16.3	66.5
60	64	Male	Never	old_3	Bone and soft tissue	9	6	39	36	5	9.4	112	9.8	126.9
60	64	Male	Never	old_3	Breast	54	54	7	2	5	430.4	100.4	438.2	109.8
60	64	Male	Never	old_3	Cervix	0	0	NA	NA	NA	NA	NA	NA	NA
60	64	Male	Never	old_3	Colon, rectum	133	78	45	41	6	8.2	113.6	8.9	125.7
60	64	Male	Never	old_3	Head and neck	62	38	45	39	10	13.8	57	14.5	64.2
60	64	Male	Never	old_3	Kidney	10	6	40	32	11	12.3	39.3	13.3	42.4
60	64	Male	Never	old_3	Liver, bile duct	42	18	62	57	12	8.9	39.3	11.1	42.2
60	64	Male	Never	old_3	Lung	111	100	16	9	7	34.2	79.9	41.4	87.4
60	64	Male	Never	old_3	Lymphoid lineage	91	60	38	35	5	34.8	108.1	32.8	117.3
60	64	Male	Never	old_3	Melanocytic lineage	3	2	34	32	4	Inf	144.2	Inf	158.5
60	64	Male	Never	old_3	Myeloid lineage	0	0	4	0	4	Inf	144	Inf	158.3
60	64	Male	Never	old_3	Neuroendocrine cells	44	40	12	8	4	34.9	131.3	38.8	147.7
60	64	Male	Never	old_3	Ovary	0	0	NA	NA	NA	NA	NA	NA	NA
60	64	Male	Never	old_3	Pancreas, gallbladder	59	40	38	32	9	17.9	55.9	19.4	65.6
60	64	Male	Never	old_3	Plasma cell neoplasm	38	28	27	26	2	Inf	351.8	Inf	386.7
60	64	Male	Never	old_3	Prostate	39	15	63	61	5	32	95.3	34.5	108.4
60	64	Male	Never	old_3	Stomach, esophagus	48	35	32	26	8	15.8	73.4	18.6	80.2
60	64	Male	Never	old_3	Thyroid gland	0	0	4	0	4	Inf	144.4	Inf	158.7
60	64	Male	Never	old_3	Uterus	0	0	NA	NA	NA	NA	NA	NA	NA
60	64	Male	Never	old_4	Anus	8	7	15	12	3	35.5	172	38.5	189.4
60	64	Male	Never	old_4	Bladder, urothelial	8	5	38	35	6	15.5	77.3	17.2	84.2
60	64	Male	Never	old_4	Bone and soft tissue	8	6	33	31	4	10.6	127.2	11	144.5
60	64	Male	Never	old_4	Breast	54	53	5	1	4	526.5	114.2	535.1	125.1
60	64	Male	Never	old_4	Cervix	0	0	NA	NA	NA	NA	NA	NA	NA
60	64	Male	Never	old_4	Colon, rectum	127	77	43	40	4	8.3	139.9	9	155.8
60	64	Male	Never	old_4	Head and neck	58	37	40	35	8	14.7	67.3	15.5	76.2
60	64	Male	Never	old_4	Kidney	8	6	32	25	9	14.9	46.3	16.1	50.1
60	64	Male	Never	old_4	Liver, bile duct	36	18	56	51	10	9.1	46.8	11.4	50.3
60	64	Male	Never	old_4	Lung	108	99	14	9	6	36.2	94.1	43.9	103.2
60	64	Male	Never	old_4	Lymphoid lineage	85	59	34	31	4	39.4	124.9	37.2	135.7
60	64	Male	Never	old_4	Melanocytic lineage	3	2	23	21	3	Inf	168.6	Inf	185.6
60	64	Male	Never	old_4	Myeloid lineage	0	0	3	0	3	Inf	168.4	Inf	185.3
60	64	Male	Never	old_4	Neuroendocrine cells	43	40	10	8	3	38.7	151.7	43.5	171.2
60	64	Male	Never	old_4	Ovary	0	0	NA	NA	NA	NA	NA	NA	NA
60	64	Male	Never	old_4	Pancreas, gallbladder	53	39	32	27	7	20.5	65.3	22.2	76.7
60	64	Male	Never	old_4	Plasma cell neoplasm	37	28	24	23	1	Inf	413.1	Inf	454.6
60	64	Male	Never	old_4	Prostate	31	15	53	51	4	42.5	107.3	48.2	122.4
60	64	Male	Never	old_4	Stomach, esophagus	44	35	26	21	6	18.7	86.9	22.1	95.1
60	64	Male	Never	old_4	Thyroid gland	0	0	3	0	3	Inf	168.7	Inf	185.7
60	64	Male	Never	old_4	Uterus	0	0	NA	NA	NA	NA	NA	NA	NA
65	69	Female	Any	old_3	Anus	12	9	47	20	33	31.9	11.3	34.3	12.6
65	69	Female	Any	old_3	Bladder, urothelial	8	5	45	40	8	15	58.5	17	62.9
65	69	Female	Any	old_3	Bone and soft tissue	10	7	53	31	32	11.1	13.2	11.1	14.2
65	69	Female	Any	old_3	Breast	129	50	65	62	8	12	60.2	12.2	65.4
65	69	Female	Any	old_3	Cervix	5	2	56	54	5	6.8	97.2	7.6	105
65	69	Female	Any	old_3	Colon, rectum	132	73	50	45	8	8.4	54.8	9.1	59.8
65	69	Female	Any	old_3	Head and neck	55	39	44	30	20	21.1	20	20.6	22.5
65	69	Female	Any	old_3	Kidney	8	6	38	24	18	18	22.5	19.2	24.8
65	69	Female	Any	old_3	Liver, bile duct	27	17	48	37	18	14.9	27.4	17.5	30.2
65	69	Female	Any	old_3	Lung	175	93	52	47	9	7.3	51.2	8.6	56.4
65	69	Female	Any	old_3	Lymphoid lineage	86	55	40	35	7	40	72	38.9	77.6
65	69	Female	Any	old_3	Melanocytic lineage	3	2	23	18	5	Inf	90.5	Inf	98
65	69	Female	Any	old_3	Myeloid lineage	0	0	5	0	5	Inf	90.3	Inf	97.7
65	69	Female	Any	old_3	Neuroendocrine cells	63	39	44	38	10	8.9	41.8	10.4	48
65	69	Female	Any	old_3	Ovary	35	13	67	64	9	4.2	65	4.4	69.5
65	69	Female	Any	old_3	Pancreas, gallbladder	61	38	46	38	13	16.8	32.2	19.7	35.6
65	69	Female	Any	old_3	Plasma cell neoplasm	36	26	29	27	2	Inf	224.1	Inf	242.6
65	69	Female	Any	old_3	Prostate	0	0	NA	NA	NA	NA	NA	NA	NA
65	69	Female	Any	old_3	Stomach, esophagus	42	33	30	21	11	18.9	46.2	21.4	51.9
65	69	Female	Any	old_3	Thyroid gland	0	0	5	0	5	Inf	90.5	Inf	98
65	69	Female	Any	old_3	Uterus	78	57	39	26	17	24.6	17.3	25.6	18.2
65	69	Female	Any	old_4	Anus	11	9	43	20	29	31.9	12.5	34.2	13.9
65	69	Female	Any	old_4	Bladder, urothelial	7	5	38	34	6	15.9	70.9	17.9	76.3
65	69	Female	Any	old_4	Bone and soft tissue	9	7	46	27	27	12.1	14.5	12.1	15.6
65	69	Female	Any	old_4	Breast	108	49	58	55	7	12.5	67.8	12.6	73.9
65	69	Female	Any	old_4	Cervix	5	2	51	49	4	7.2	111.8	8	120.9
65	69	Female	Any	old_4	Colon, rectum	126	71	47	44	7	8.5	63.7	9.2	69.6
65	69	Female	Any	old_4	Head and neck	51	37	40	27	18	22.5	22.2	22.1	25
65	69	Female	Any	old_4	Kidney	7	6	31	19	16	22.1	25.3	23.6	27.9
65	69	Female	Any	old_4	Liver, bile duct	25	17	42	32	15	15.9	31.5	18.7	34.7
65	69	Female	Any	old_4	Lung	168	92	50	45	8	7.5	58.3	8.8	64.2
65	69	Female	Any	old_4	Lymphoid lineage	79	55	35	31	6	44.9	81.7	43.5	88.3
65	69	Female	Any	old_4	Melanocytic lineage	2	2	15	11	5	Inf	104.1	Inf	112.8
65	69	Female	Any	old_4	Myeloid lineage	0	0	5	0	4	Inf	103.9	Inf	112.6
65	69	Female	Any	old_4	Neuroendocrine cells	61	39	42	36	9	9.3	45.9	10.9	52.8
65	69	Female	Any	old_4	Ovary	31	12	63	60	7	4.4	75.9	4.6	81.2
65	69	Female	Any	old_4	Pancreas, gallbladder	54	37	40	32	11	18.9	36.3	22.1	40.3
65	69	Female	Any	old_4	Plasma cell neoplasm	35	26	26	25	2	Inf	259.4	Inf	281.1
65	69	Female	Any	old_4	Prostate	0	0	NA	NA	NA	NA	NA	NA	NA
65	69	Female	Any	old_4	Stomach, esophagus	38	32	24	16	10	23.2	53	26.4	59.5
65	69	Female	Any	old_4	Thyroid gland	0	0	5	0	5	Inf	104.2	Inf	112.9
65	69	Female	Any	old_4	Uterus	70	55	32	21	15	27.6	20	28.8	21
65	69	Female	Current	old_3	Anus	13	11	53	18	43	36.4	8.7	39.1	9.6
65	69	Female	Current	old_3	Bladder, urothelial	12	5	62	57	11	9.7	40.1	11	43.8
65	69	Female	Current	old_3	Bone and soft tissue	12	8	58	27	42	12.5	9.2	12.5	10.2
65	69	Female	Current	old_3	Breast	132	53	65	60	13	12.3	32.7	12.5	36.4
65	69	Female	Current	old_3	Cervix	7	2	66	63	8	5.8	60.5	6.4	67
65	69	Female	Current	old_3	Colon, rectum	157	77	58	51	14	7.4	31	8	34.8
65	69	Female	Current	old_3	Head and neck	98	48	68	51	36	12.5	10.3	12.2	11.8
65	69	Female	Current	old_3	Kidney	10	8	51	26	34	17	11.4	18.1	13
65	69	Female	Current	old_3	Liver, bile duct	37	20	61	47	27	11.8	16.5	13.9	18.6
65	69	Female	Current	old_3	Lung	448	103	81	77	18	4.5	23.5	5.2	26.4
65	69	Female	Current	old_3	Lymphoid lineage	88	58	42	34	12	41.3	41	40.1	45.6
65	69	Female	Current	old_3	Melanocytic lineage	3	2	24	18	8	Inf	56.7	Inf	62.8
65	69	Female	Current	old_3	Myeloid lineage	0	0	8	0	8	Inf	56.5	Inf	62.6
65	69	Female	Current	old_3	Neuroendocrine cells	142	47	75	67	25	5.1	14.9	6	17.3
65	69	Female	Current	old_3	Ovary	35	13	67	63	11	4.2	46.3	4.4	50.5
65	69	Female	Current	old_3	Pancreas, gallbladder	77	43	58	45	24	14.3	16.7	16.7	19
65	69	Female	Current	old_3	Plasma cell neoplasm	36	26	30	27	3	Inf	138.2	Inf	153.1
65	69	Female	Current	old_3	Prostate	0	0	NA	NA	NA	NA	NA	NA	NA
65	69	Female	Current	old_3	Stomach, esophagus	51	36	43	30	18	13.6	25.6	15.5	29.3
65	69	Female	Current	old_3	Thyroid gland	0	0	8	0	8	Inf	56.8	Inf	62.9
65	69	Female	Current	old_3	Uterus	78	58	39	26	18	24.7	16.9	25.8	17.7
65	69	Female	Current	old_4	Anus	12	10	49	18	38	35.8	9.4	38.4	10.4
65	69	Female	Current	old_4	Bladder, urothelial	10	5	56	52	9	9.9	47.3	11.2	51.8
65	69	Female	Current	old_4	Bone and soft tissue	10	8	53	24	38	13.7	9.7	13.7	10.8
65	69	Female	Current	old_4	Breast	111	52	59	53	12	12.8	36	13	40.1
65	69	Female	Current	old_4	Cervix	6	2	61	58	7	6	68	6.7	75.5
65	69	Female	Current	old_4	Colon, rectum	149	75	56	50	12	7.5	34.7	8.1	39.1
65	69	Female	Current	old_4	Head and neck	87	46	65	47	33	12.8	11	12.6	12.7
65	69	Female	Current	old_4	Kidney	9	7	44	20	31	20.6	12.1	21.9	13.9
65	69	Female	Current	old_4	Liver, bile duct	32	19	55	41	24	12.3	18.1	14.4	20.5
65	69	Female	Current	old_4	Lung	419	101	80	76	16	4.5	25.8	5.3	29.1
65	69	Female	Current	old_4	Lymphoid lineage	82	57	37	30	10	46.3	45.3	44.9	50.5
65	69	Female	Current	old_4	Melanocytic lineage	2	2	17	11	7	Inf	63.9	Inf	70.9
65	69	Female	Current	old_4	Myeloid lineage	0	0	7	0	7	Inf	63.7	Inf	70.6
65	69	Female	Current	old_4	Neuroendocrine cells	134	46	74	66	23	5.2	15.9	6.1	18.5
65	69	Female	Current	old_4	Ovary	31	13	63	59	9	4.5	52.7	4.7	57.7
65	69	Female	Current	old_4	Pancreas, gallbladder	68	41	52	39	21	15.6	18.1	18.2	20.7
65	69	Female	Current	old_4	Plasma cell neoplasm	35	26	27	25	3	Inf	156.8	Inf	173.9
65	69	Female	Current	old_4	Prostate	0	0	NA	NA	NA	NA	NA	NA	NA
65	69	Female	Current	old_4	Stomach, esophagus	46	35	37	25	16	16	28.4	18.2	32.4
65	69	Female	Current	old_4	Thyroid gland	0	0	7	0	7	Inf	63.9	Inf	70.9
65	69	Female	Current	old_4	Uterus	70	56	33	21	15	27.8	19.4	29	20.4
65	69	Female	Former	old_3	Anus	12	10	49	19	37	33.5	10.1	36	11.2
65	69	Female	Former	old_3	Bladder, urothelial	9	5	51	47	9	12.4	53.3	14.1	57.3
65	69	Female	Former	old_3	Bone and soft tissue	10	7	53	31	32	11.2	12.8	11.2	13.8
65	69	Female	Former	old_3	Breast	129	50	65	61	8	12.1	56.2	12.2	61.3
65	69	Female	Former	old_3	Cervix	6	2	60	58	5	6.3	92.4	7	100.1
65	69	Female	Former	old_3	Colon, rectum	137	73	51	47	9	8.1	51.5	8.8	56.3
65	69	Female	Former	old_3	Head and neck	56	40	45	29	23	21.6	17.7	21.1	20
65	69	Female	Former	old_3	Kidney	9	6	42	28	19	16	21.1	17.1	23.3
65	69	Female	Former	old_3	Liver, bile duct	29	17	50	39	18	14	26.5	16.5	29.3
65	69	Female	Former	old_3	Lung	192	94	56	51	10	6.7	46.8	7.9	51.7
65	69	Female	Former	old_3	Lymphoid lineage	86	56	40	35	8	40.2	67.6	39	73.1
65	69	Female	Former	old_3	Melanocytic lineage	3	2	23	18	6	Inf	85.2	Inf	92.5
65	69	Female	Former	old_3	Myeloid lineage	0	0	6	0	5	Inf	85	Inf	92.3
65	69	Female	Former	old_3	Neuroendocrine cells	68	40	48	42	11	8.1	36.9	9.5	42.5
65	69	Female	Former	old_3	Ovary	35	13	67	64	9	4.2	62.4	4.4	66.9
65	69	Female	Former	old_3	Pancreas, gallbladder	60	38	46	37	14	17.4	29.8	20.3	33
65	69	Female	Former	old_3	Plasma cell neoplasm	36	26	29	27	2	Inf	210.7	Inf	228.8
65	69	Female	Former	old_3	Prostate	0	0	NA	NA	NA	NA	NA	NA	NA
65	69	Female	Former	old_3	Stomach, esophagus	43	33	33	24	12	17	44.3	19.3	49.8
65	69	Female	Former	old_3	Thyroid gland	0	0	6	0	6	Inf	85.3	Inf	92.6
65	69	Female	Former	old_3	Uterus	78	57	39	26	18	24.6	17.3	25.7	18.1
65	69	Female	Former	old_4	Anus	11	9	45	19	32	33.3	11.1	35.7	12.3
65	69	Female	Former	old_4	Bladder, urothelial	8	5	45	41	7	13	64.6	14.6	69.7
65	69	Female	Former	old_4	Bone and soft tissue	9	7	47	27	28	12.2	14	12.2	15.1
65	69	Female	Former	old_4	Breast	109	49	58	55	7	12.5	63.2	12.7	69.1
65	69	Female	Former	old_4	Cervix	5	2	55	53	5	6.6	106.1	7.3	115.1
65	69	Female	Former	old_4	Colon, rectum	131	72	49	45	7	8.2	59.6	8.9	65.3
65	69	Female	Former	old_4	Head and neck	52	38	41	26	20	23	19.6	22.6	22.1
65	69	Female	Former	old_4	Kidney	8	6	34	21	17	19.5	23.5	20.8	26
65	69	Female	Former	old_4	Liver, bile duct	25	17	44	34	15	14.9	30.4	17.5	33.6
65	69	Female	Former	old_4	Lung	183	92	54	50	8	6.9	53	8.1	58.7
65	69	Female	Former	old_4	Lymphoid lineage	80	55	36	31	7	45.1	76.5	43.7	82.9
65	69	Female	Former	old_4	Melanocytic lineage	2	2	15	11	5	Inf	97.9	Inf	106.4
65	69	Female	Former	old_4	Myeloid lineage	0	0	5	0	5	Inf	97.6	Inf	106.1
65	69	Female	Former	old_4	Neuroendocrine cells	65	39	46	40	10	8.5	40.4	9.9	46.5
65	69	Female	Former	old_4	Ovary	31	12	63	60	7	4.4	72.7	4.6	78
65	69	Female	Former	old_4	Pancreas, gallbladder	54	37	40	31	12	19.6	33.5	22.9	37.2
65	69	Female	Former	old_4	Plasma cell neoplasm	35	26	26	25	2	Inf	243.5	Inf	264.7
65	69	Female	Former	old_4	Prostate	0	0	NA	NA	NA	NA	NA	NA	NA
65	69	Female	Former	old_4	Stomach, esophagus	40	32	27	19	10	20.6	50.6	23.4	56.9
65	69	Female	Former	old_4	Thyroid gland	0	0	5	0	5	Inf	97.9	Inf	106.5
65	69	Female	Former	old_4	Uterus	70	55	32	21	15	27.6	19.9	28.8	20.9
65	69	Female	Never	old_3	Anus	11	9	44	21	29	30.3	13.2	32.6	14.6
65	69	Female	Never	old_3	Bladder, urothelial	7	5	35	30	7	22	68.7	24.9	73.3
65	69	Female	Never	old_3	Bone and soft tissue	10	7	51	32	28	10.7	15.4	10.7	16.2
65	69	Female	Never	old_3	Breast	128	49	64	62	6	12	79.2	12.1	84.7
65	69	Female	Never	old_3	Cervix	5	2	51	48	5	7.6	116.6	8.4	124.4
65	69	Female	Never	old_3	Colon, rectum	125	71	47	43	7	8.9	70.3	9.6	75.2
65	69	Female	Never	old_3	Head and neck	45	36	31	20	14	32.3	30.6	31.5	33.8
65	69	Female	Never	old_3	Kidney	8	6	33	23	13	19.3	33.7	20.6	35.9
65	69	Female	Never	old_3	Liver, bile duct	25	17	43	33	15	16.9	34	19.8	36.9
65	69	Female	Never	old_3	Lung	105	90	19	14	7	24.8	79.4	29.1	85.5
65	69	Female	Never	old_3	Lymphoid lineage	85	55	39	36	6	39.7	91.6	38.5	96.7
65	69	Female	Never	old_3	Melanocytic lineage	3	2	22	18	5	Inf	108.7	Inf	116.3
65	69	Female	Never	old_3	Myeloid lineage	0	0	5	0	4	Inf	108.5	Inf	116.1
65	69	Female	Never	old_3	Neuroendocrine cells	42	37	17	13	5	25.2	102.3	28.8	114.1
65	69	Female	Never	old_3	Ovary	35	12	67	64	8	4.2	73.3	4.4	77.7
65	69	Female	Never	old_3	Pancreas, gallbladder	57	36	43	37	10	17.7	45.3	20.7	48.9
65	69	Female	Never	old_3	Plasma cell neoplasm	36	26	29	28	2	Inf	270.6	Inf	289.5
65	69	Female	Never	old_3	Prostate	0	0	NA	NA	NA	NA	NA	NA	NA
65	69	Female	Never	old_3	Stomach, esophagus	39	32	25	17	10	22.6	59.7	25.6	66.3
65	69	Female	Never	old_3	Thyroid gland	0	0	5	0	5	Inf	108.8	Inf	116.4
65	69	Female	Never	old_3	Uterus	77	57	39	26	17	24.5	17.5	25.6	18.3
65	69	Female	Never	old_4	Anus	11	8	40	21	25	30.5	14.7	32.7	16.3
65	69	Female	Never	old_4	Bladder, urothelial	6	5	29	24	5	23.8	84	26.8	89.7
65	69	Female	Never	old_4	Bone and soft tissue	9	6	44	28	23	11.7	17.3	11.7	18.3
65	69	Female	Never	old_4	Breast	108	48	58	55	5	12.4	90.6	12.5	97.1
65	69	Female	Never	old_4	Cervix	4	2	45	43	4	8.1	135.6	9	144.7
65	69	Female	Never	old_4	Colon, rectum	119	70	44	41	6	9	83.5	9.7	89.2
65	69	Female	Never	old_4	Head and neck	42	35	27	17	12	35.2	35.1	34.5	38.7
65	69	Female	Never	old_4	Kidney	7	6	26	17	11	24	39.5	25.5	42
65	69	Female	Never	old_4	Liver, bile duct	22	16	37	28	12	18.2	40.2	21.4	43.5
65	69	Female	Never	old_4	Lung	103	89	18	13	5	26.2	92.9	30.8	100
65	69	Female	Never	old_4	Lymphoid lineage	79	54	35	31	5	44.6	105.7	43.1	111.8
65	69	Female	Never	old_4	Melanocytic lineage	2	2	15	11	4	Inf	126.5	Inf	135.3
65	69	Female	Never	old_4	Myeloid lineage	0	0	4	0	4	Inf	126.2	Inf	135.1
65	69	Female	Never	old_4	Neuroendocrine cells	42	37	15	12	4	27.4	117.3	31.3	131
65	69	Female	Never	old_4	Ovary	31	12	63	60	6	4.4	86.6	4.6	91.8
65	69	Female	Never	old_4	Pancreas, gallbladder	51	35	37	31	8	20	52.6	23.4	56.7
65	69	Female	Never	old_4	Plasma cell neoplasm	35	26	26	25	1	Inf	316.4	Inf	338.6
65	69	Female	Never	old_4	Prostate	0	0	NA	NA	NA	NA	NA	NA	NA
65	69	Female	Never	old_4	Stomach, esophagus	36	32	20	13	8	28.6	70	32.5	77.6
65	69	Female	Never	old_4	Thyroid gland	0	0	4	0	4	Inf	126.5	Inf	135.4
65	69	Female	Never	old_4	Uterus	70	55	32	21	15	27.6	20.2	28.7	21.1
65	69	Male	Any	old_3	Anus	9	8	21	15	7	35.3	82.7	40.9	95.5
65	69	Male	Any	old_3	Bladder, urothelial	17	6	70	66	12	8.7	40.7	9.7	45.4
65	69	Male	Any	old_3	Bone and soft tissue	11	6	50	42	15	7.9	28.3	8.3	34.8
65	69	Male	Any	old_3	Breast	58	56	12	2	10	367.2	50.9	415.7	58.9
65	69	Male	Any	old_3	Cervix	0	0	NA	NA	NA	NA	NA	NA	NA
65	69	Male	Any	old_3	Colon, rectum	170	82	57	52	10	7.1	57.6	8.1	66.5
65	69	Male	Any	old_3	Head and neck	102	43	66	58	21	8.9	22.6	9.5	27.1
65	69	Male	Any	old_3	Kidney	12	7	53	40	22	10.8	18.7	11.7	21.7
65	69	Male	Any	old_3	Liver, bile duct	50	20	68	60	21	9.3	22.8	12.1	26
65	69	Male	Any	old_3	Lung	229	109	59	52	14	6.6	36.5	8.3	41.3
65	69	Male	Any	old_3	Lymphoid lineage	108	62	48	42	10	33.2	59.7	34.3	68.5
65	69	Male	Any	old_3	Melanocytic lineage	4	2	39	35	7	Inf	81.8	Inf	94.5
65	69	Male	Any	old_3	Myeloid lineage	0	0	7	0	6	Inf	81.6	Inf	94.2
65	69	Male	Any	old_3	Neuroendocrine cells	71	44	46	38	12	9	33.5	10.5	41.2
65	69	Male	Any	old_3	Ovary	0	0	NA	NA	NA	NA	NA	NA	NA
65	69	Male	Any	old_3	Pancreas, gallbladder	74	43	51	42	16	14.2	30.8	16.2	37.4
