Sex	Lower	Upper	SEER_Draw	Stage	IR	N	Pop	Rate	NET
Female	40	44	Lymphoma	Unknown/missing	0.87	249	28736678	0.8664884646722214	NotExpected
Female	40	44	Lymphoid Leukemia	I	0.02	5	28736678	0.01739936676048637	NotExpected
Female	40	44	Lymphoid Leukemia	II	0.04	11	28736678	0.03827860687307002	NotExpected
Female	40	44	Lymphoid Leukemia	III	0.02	6	28736678	0.020879240112583648	NotExpected
Female	40	44	Lymphoid Leukemia	IV	0.08	23	28736678	0.08003708709823731	NotExpected
Female	40	44	Lymphoid Leukemia	Unknown/missing	1.61	464	28736678	1.614661235373135	NotExpected
Female	40	44	Melanoma	I	14.67	4217	28736678	14.674625925794205	NotExpected
Female	40	44	Melanoma	II	1.14	327	28736678	1.1379185861358088	NotExpected
Female	40	44	Melanoma	III	1.01	289	28736678	1.0056833987561122	NotExpected
Female	40	44	Melanoma	IV	0.32	92	28736678	0.32014834839294926	NotExpected
Female	40	44	Melanoma	Unknown/missing	1.83	526	28736678	1.8304133832031666	NotExpected
Female	40	44	Myeloid Neoplasm	I	0	0	28736678	0	NotExpected
Female	40	44	Myeloid Neoplasm	II	0	0	28736678	0	NotExpected
Female	40	44	Myeloid Neoplasm	III	0	0	28736678	0	NotExpected
Female	40	44	Myeloid Neoplasm	IV	0	0	28736678	0	NotExpected
Female	40	44	Myeloid Neoplasm	Unknown/missing	3.48	1000	28736678	3.4798733520972744	NotExpected
Female	40	44	Plasma Cell Neoplasm	I	0	1	28736678	0.0034798733520972746	NotExpected
Female	40	44	Plasma Cell Neoplasm	II	0	0	28736678	0	NotExpected
Female	40	44	Plasma Cell Neoplasm	III	0	0	28736678	0	NotExpected
Female	40	44	Plasma Cell Neoplasm	IV	0	0	28736678	0	NotExpected
Female	40	44	Plasma Cell Neoplasm	Unknown/missing	1.79	515	28736678	1.7921347763300965	NotExpected
Female	40	44	Ovary	I	3.56	1022	28736678	3.5564305658434145	NotExpected
Female	40	44	Ovary	II	0.87	250	28736678	0.8699683380243186	NotExpected
Female	40	44	Ovary	III	2.75	791	28736678	2.7525798215089443	NotExpected
Female	40	44	Ovary	IV	1.43	412	28736678	1.433707821064077	NotExpected
Female	40	44	Ovary	Unknown/missing	0.97	278	28736678	0.9674047918830422	NotExpected
Female	40	44	Pancreas	I	0.14	40	28736678	0.13919493408389097	No
Female	40	44	Pancreas	II	0.49	142	28736678	0.494142015997813	No
Female	40	44	Pancreas	III	0.17	48	28736678	0.16703392090066918	No
Female	40	44	Pancreas	IV	0.9	260	28736678	0.9047670715452913	No
Female	40	44	Pancreas	Unknown/missing	0.4	114	28736678	0.39670556213908925	No
Female	40	44	Pancreas	I	0.06	18	28736678	0.06263772033775095	NET
Female	40	44	Pancreas	II	0.07	19	28736678	0.06611759368984821	NET
Female	40	44	Pancreas	III	0.01	2	28736678	0.006959746704194549	NET
Female	40	44	Pancreas	IV	0.15	43	28736678	0.1496345541401828	NET
Female	40	44	Pancreas	Unknown/missing	0.02	7	28736678	0.02435911346468092	NET
Female	40	44	Prostate	I	0	0	28736678	0	NotExpected
Female	40	44	Prostate	II	0	0	28736678	0	NotExpected
Female	40	44	Prostate	III	0	0	28736678	0	NotExpected
Female	40	44	Prostate	IV	0	0	28736678	0	NotExpected
Female	40	44	Prostate	Unknown/missing	0	0	28736678	0	NotExpected
Female	40	44	Sarcoma	I	0.82	236	28736678	0.8212501110949567	NotExpected
Female	40	44	Sarcoma	II	0.32	92	28736678	0.32014834839294926	NotExpected
Female	40	44	Sarcoma	III	0.32	91	28736678	0.316668475040852	NotExpected
Female	40	44	Sarcoma	IV	0.38	110	28736678	0.38278606873070015	NotExpected
Female	40	44	Sarcoma	Unknown/missing	3.72	1070	28736678	3.7234644867440836	NotExpected
Female	40	44	Stomach	I	0.35	100	28736678	0.3479873352097274	No
Female	40	44	Stomach	II	0.18	53	28736678	0.18443328766115555	No
Female	40	44	Stomach	III	0.23	66	28736678	0.22967164123842013	No
Female	40	44	Stomach	IV	1.25	360	28736678	1.252754406755019	No
Female	40	44	Stomach	Unknown/missing	0.77	220	28736678	0.7655721374614003	No
Female	40	44	Stomach	I	0.05	13	28736678	0.045238353577264565	NET
Female	40	44	Stomach	II	0	0	28736678	0	NET
Female	40	44	Stomach	III	0.01	2	28736678	0.006959746704194549	NET
Female	40	44	Stomach	IV	0.02	5	28736678	0.01739936676048637	NET
Female	40	44	Stomach	Unknown/missing	0.01	2	28736678	0.006959746704194549	NET
Female	40	44	Thyroid	I	30.96	8898	28736678	30.96391308696155	NotExpected
Female	40	44	Thyroid	II	0.16	45	28736678	0.15659430084437737	NotExpected
Female	40	44	Thyroid	III	0.04	11	28736678	0.03827860687307002	NotExpected
Female	40	44	Thyroid	IV	0.12	35	28736678	0.1217955673234046	NotExpected
Female	40	44	Thyroid	Unknown/missing	0.68	194	28736678	0.6750954303068712	NotExpected
Female	40	44	Urothelial Tract	I	0.05	13	28736678	0.045238353577264565	No
Female	40	44	Urothelial Tract	II	0.02	5	28736678	0.01739936676048637	No
Female	40	44	Urothelial Tract	III	0.04	12	28736678	0.041758480225167295	No
Female	40	44	Urothelial Tract	IV	0.04	11	28736678	0.03827860687307002	No
Female	40	44	Urothelial Tract	Unknown/missing	0.01	4	28736678	0.013919493408389098	No
Female	40	44	Urothelial Tract	I	0	0	28736678	0	NET
Female	40	44	Urothelial Tract	II	0	0	28736678	0	NET
Female	40	44	Urothelial Tract	III	0	0	28736678	0	NET
Female	40	44	Urothelial Tract	IV	0	0	28736678	0	NET
Female	40	44	Urothelial Tract	Unknown/missing	0	0	28736678	0	NET
Female	40	44	Uterus	I	9.14	2626	28736678	9.138147422607442	No
Female	40	44	Uterus	II	0.83	239	28736678	0.8316897311512486	No
Female	40	44	Uterus	III	1.51	433	28736678	1.5067851614581198	No
Female	40	44	Uterus	IV	0.66	190	28736678	0.6611759368984822	No
Female	40	44	Uterus	Unknown/missing	1.07	307	28736678	1.0683211190938633	No
Female	40	44	Uterus	I	0	0	28736678	0	NET
Female	40	44	Uterus	II	0	0	28736678	0	NET
Female	40	44	Uterus	III	0	0	28736678	0	NET
Female	40	44	Uterus	IV	0	0	28736678	0	NET
Female	40	44	Uterus	Unknown/missing	0	1	28736678	0.0034798733520972746	NET
Female	40	44	CUP	I	0	0	28736678	0	NotExpected
Female	40	44	CUP	II	0	0	28736678	0	NotExpected
Female	40	44	CUP	III	0	0	28736678	0	NotExpected
Female	40	44	CUP	IV	0	0	28736678	0	NotExpected
Female	40	44	CUP	Unknown/missing	1.61	464	28736678	1.614661235373135	NotExpected
Female	40	44	Brain	I	0	0	28736678	0	NotExpected
Female	40	44	Brain	II	0	0	28736678	0	NotExpected
Female	40	44	Brain	III	0	0	28736678	0	NotExpected
Female	40	44	Brain	IV	0	0	28736678	0	NotExpected
Female	40	44	Brain	Unknown/missing	3.47	996	28736678	3.4659538586888856	NotExpected
Female	40	44	[OTHER]	I	0.78	223	28736678	0.7760117575176921	NotExpected
Female	40	44	[OTHER]	II	0.43	124	28736678	0.43150429566006204	NotExpected
Female	40	44	[OTHER]	III	0.46	131	28736678	0.45586340912474294	NotExpected
Female	40	44	[OTHER]	IV	0.33	94	28736678	0.3271080950971438	NotExpected
Female	40	44	[OTHER]	Unknown/missing	4.92	1413	28736678	4.9170610465134486	NotExpected
Female	45	49	Anus	I	0.49	145	29576381	0.49025605938738753	NotExpected
Female	45	49	Anus	II	0.77	229	29576381	0.7742664662049086	NotExpected
Female	45	49	Anus	III	0.8	237	29576381	0.8013150763780059	NotExpected
Female	45	49	Anus	IV	0.21	61	29576381	0.2062456525698665	NotExpected
Female	45	49	Anus	Unknown/missing	0.58	173	29576381	0.5849261949932278	NotExpected
Female	45	49	Bladder	I	0.47	138	29576381	0.4665885254859274	No
Female	45	49	Bladder	II	0.22	64	29576381	0.21638888138477794	No
Female	45	49	Bladder	III	0.16	47	29576381	0.1589105847669463	No
Female	45	49	Bladder	IV	0.36	106	29576381	0.35839408479353846	No
Female	45	49	Bladder	Unknown/missing	0.15	43	29576381	0.1453862796803977	No
Female	45	49	Bladder	I	0	0	29576381	0	NET
Female	45	49	Bladder	II	0	0	29576381	0	NET
Female	45	49	Bladder	III	0	0	29576381	0	NET
Female	45	49	Bladder	IV	0.01	3	29576381	0.010143228814911465	NET
Female	45	49	Bladder	Unknown/missing	0	0	29576381	0	NET
Female	45	49	Breast	I	78.73	23285	29576381	78.72836098507116	NotExpected
Female	45	49	Breast	II	70.06	20720	29576381	70.05590034832186	NotExpected
Female	45	49	Breast	III	24.43	7226	29576381	24.43165713885009	NotExpected
Female	45	49	Breast	IV	8.68	2568	29576381	8.682603865564214	NotExpected
Female	45	49	Breast	Unknown/missing	8.21	2428	29576381	8.209253187535014	NotExpected
Female	45	49	Cervix	I	6.48	1917	29576381	6.481523212728427	No
Female	45	49	Cervix	II	1.7	504	29576381	1.7040624409051262	No
Female	45	49	Cervix	III	2.82	833	29576381	2.8164365342737505	No
Female	45	49	Cervix	IV	1.74	516	29576381	1.744635356164772	No
Female	45	49	Cervix	Unknown/missing	0.9	266	29576381	0.8993662882554834	No
Female	45	49	Cervix	I	0.03	9	29576381	0.0304296864447344	NET
Female	45	49	Cervix	II	0.02	5	29576381	0.016905381358185777	NET
Female	45	49	Cervix	III	0.02	7	29576381	0.023667533901460088	NET
Female	45	49	Cervix	IV	0.06	18	29576381	0.0608593728894688	NET
Female	45	49	Cervix	Unknown/missing	0.01	3	29576381	0.010143228814911465	NET
Female	45	49	Colon/Rectum	I	4.74	1401	29576381	4.736887856563655	No
Female	45	49	Colon/Rectum	II	5.25	1554	29576381	5.25419252612414	No
Female	45	49	Colon/Rectum	III	7.7	2277	29576381	7.698710670517803	No
Female	45	49	Colon/Rectum	IV	6.45	1909	29576381	6.45447460255533	No
Female	45	49	Colon/Rectum	Unknown/missing	2.94	870	29576381	2.941536356324325	No
Female	45	49	Colon/Rectum	I	0.13	37	29576381	0.12509982205057477	NET
Female	45	49	Colon/Rectum	II	0.02	7	29576381	0.023667533901460088	NET
Female	45	49	Colon/Rectum	III	0.05	15	29576381	0.05071614407455733	NET
Female	45	49	Colon/Rectum	IV	0.13	39	29576381	0.13186197459384907	NET
Female	45	49	Colon/Rectum	Unknown/missing	0.02	5	29576381	0.016905381358185777	NET
Female	45	49	Esophagus	I	0.1	30	29576381	0.10143228814911466	No
Female	45	49	Esophagus	II	0.12	36	29576381	0.1217187457789376	No
Female	45	49	Esophagus	III	0.17	50	29576381	0.16905381358185775	No
Female	45	49	Esophagus	IV	0.28	84	29576381	0.28401040681752104	No
Female	45	49	Esophagus	Unknown/missing	0.12	35	29576381	0.11833766950730043	No
Female	45	49	Esophagus	I	0	0	29576381	0	NET
Female	45	49	Esophagus	II	0	0	29576381	0	NET
Female	45	49	Esophagus	III	0	0	29576381	0	NET
Female	45	49	Esophagus	IV	0.01	2	29576381	0.0067621525432743105	NET
Female	45	49	Esophagus	Unknown/missing	0	0	29576381	0	NET
Female	45	49	Gallbladder	I	0.29	85	29576381	0.28739148308915824	No
Female	45	49	Gallbladder	II	0.34	102	29576381	0.34486977970698984	No
Female	45	49	Gallbladder	III	0.09	26	29576381	0.08790798306256604	No
Female	45	49	Gallbladder	IV	0.59	174	29576381	0.588307271264865	No
Female	45	49	Gallbladder	Unknown/missing	0.15	45	29576381	0.152148432223672	No
Female	45	49	Gallbladder	I	0	0	29576381	0	NET
Female	45	49	Gallbladder	II	0.01	2	29576381	0.0067621525432743105	NET
Female	45	49	Gallbladder	III	0	0	29576381	0	NET
Female	45	49	Gallbladder	IV	0	1	29576381	0.0033810762716371553	NET
Female	45	49	Gallbladder	Unknown/missing	0.02	7	29576381	0.023667533901460088	NET
Female	45	49	Head and Neck	I	1.9	561	29576381	1.896783788388444	No
Female	45	49	Head and Neck	II	0.98	289	29576381	0.9771310425031379	No
Female	45	49	Head and Neck	III	1.07	316	29576381	1.0684201018373412	No
Female	45	49	Head and Neck	IV	2.43	718	29576381	2.4276127630354774	No
Female	45	49	Head and Neck	Unknown/missing	1.19	352	29576381	1.1901388476162786	No
Female	45	49	Head and Neck	I	0.01	3	29576381	0.010143228814911465	NET
Female	45	49	Head and Neck	II	0	1	29576381	0.0033810762716371553	NET
Female	45	49	Head and Neck	III	0	1	29576381	0.0033810762716371553	NET
Female	45	49	Head and Neck	IV	0.01	4	29576381	0.013524305086548621	NET
Female	45	49	Head and Neck	Unknown/missing	0	1	29576381	0.0033810762716371553	NET
Female	45	49	Kidney	I	6.95	2056	29576381	6.9514928144859915	NotExpected
Female	45	49	Kidney	II	0.93	274	29576381	0.9264148984285806	NotExpected
Female	45	49	Kidney	III	0.81	240	29576381	0.8114583051929173	NotExpected
Female	45	49	Kidney	IV	0.89	264	29576381	0.892604135712209	NotExpected
Female	45	49	Kidney	Unknown/missing	0.4	118	29576381	0.3989670000531843	NotExpected
Female	45	49	Liver/Bile-duct	I	0.73	216	29576381	0.7303124746736256	NotExpected
Female	45	49	Liver/Bile-duct	II	0.31	91	29576381	0.30767794071898114	NotExpected
Female	45	49	Liver/Bile-duct	III	0.43	128	29576381	0.4327777627695559	NotExpected
Female	45	49	Liver/Bile-duct	IV	0.42	125	29576381	0.42263453395464445	NotExpected
Female	45	49	Liver/Bile-duct	Unknown/missing	0.4	117	29576381	0.39558592378154717	NotExpected
Female	45	49	Lung	I	3.02	892	29576381	3.0159200343003425	No
Female	45	49	Lung	II	0.72	213	29576381	0.7201692458587141	No
Female	45	49	Lung	III	3.69	1091	29576381	3.688754212356136	No
Female	45	49	Lung	IV	8.37	2477	29576381	8.374925924845234	No
Female	45	49	Lung	Unknown/missing	1.05	312	29576381	1.0548957967507926	No
Female	45	49	Lung	I	0.25	73	29576381	0.24681856782951236	NET
Female	45	49	Lung	II	0.07	21	29576381	0.07100260170438026	NET
Female	45	49	Lung	III	1.14	338	29576381	1.1428037798133586	NET
Female	45	49	Lung	IV	1.87	553	29576381	1.869735178215347	NET
Female	45	49	Lung	Unknown/missing	0.91	270	29576381	0.912890593342032	NET
Female	45	49	Lymphoma	I	4.05	1197	29576381	4.0471482971496755	NotExpected
Female	45	49	Lymphoma	II	2.55	755	29576381	2.552712585086052	NotExpected
Female	45	49	Lymphoma	III	2.1	620	29576381	2.0962672884150364	NotExpected
Female	45	49	Lymphoma	IV	3.64	1076	29576381	3.638038068281579	NotExpected
Female	45	49	Lymphoma	Unknown/missing	1.31	388	29576381	1.3118575933952163	NotExpected
Female	45	49	Lymphoid Leukemia	I	0.06	19	29576381	0.06424044916110595	NotExpected
Female	45	49	Lymphoid Leukemia	II	0.04	13	29576381	0.04395399153128302	NotExpected
Female	45	49	Lymphoid Leukemia	III	0.06	19	29576381	0.06424044916110595	NotExpected
Female	45	49	Lymphoid Leukemia	IV	0.1	31	29576381	0.10481336442075183	NotExpected
Female	45	49	Lymphoid Leukemia	Unknown/missing	2.74	811	29576381	2.742052856297733	NotExpected
Female	45	49	Melanoma	I	18.64	5513	29576381	18.639873485535635	NotExpected
Female	45	49	Melanoma	II	1.66	491	29576381	1.6601084493738432	NotExpected
Female	45	49	Melanoma	III	1.3	385	29576381	1.3017143645803047	NotExpected
Female	45	49	Melanoma	IV	0.47	138	29576381	0.4665885254859274	NotExpected
Female	45	49	Melanoma	Unknown/missing	2.38	703	29576381	2.37689661896092	NotExpected
Female	45	49	Myeloid Neoplasm	I	0	0	29576381	0	NotExpected
Female	45	49	Myeloid Neoplasm	II	0	0	29576381	0	NotExpected
Female	45	49	Myeloid Neoplasm	III	0	0	29576381	0	NotExpected
Female	45	49	Myeloid Neoplasm	IV	0	0	29576381	0	NotExpected
Female	45	49	Myeloid Neoplasm	Unknown/missing	4.55	1347	29576381	4.554309737895249	NotExpected
Female	45	49	Plasma Cell Neoplasm	I	0	1	29576381	0.0033810762716371553	NotExpected
Female	45	49	Plasma Cell Neoplasm	II	0	0	29576381	0	NotExpected
Female	45	49	Plasma Cell Neoplasm	III	0	0	29576381	0	NotExpected
Female	45	49	Plasma Cell Neoplasm	IV	0	0	29576381	0	NotExpected
Female	45	49	Plasma Cell Neoplasm	Unknown/missing	3.54	1046	29576381	3.5366057801324646	NotExpected
Female	45	49	Ovary	I	4.69	1387	29576381	4.689552788760734	NotExpected
Female	45	49	Ovary	II	1.58	467	29576381	1.5789626188545516	NotExpected
Female	45	49	Ovary	III	4.86	1436	29576381	4.855225526070955	NotExpected
Female	45	49	Ovary	IV	2.63	778	29576381	2.630477339333707	NotExpected
Female	45	49	Ovary	Unknown/missing	1.76	522	29576381	1.7649218137945952	NotExpected
Female	45	49	Pancreas	I	0.3	88	29576381	0.29753471190406966	No
Female	45	49	Pancreas	II	1.04	309	29576381	1.0447525679358811	No
Female	45	49	Pancreas	III	0.45	132	29576381	0.4463020678561045	No
Female	45	49	Pancreas	IV	2.04	604	29576381	2.0421700680688417	No
Female	45	49	Pancreas	Unknown/missing	0.57	168	29576381	0.5680208136350421	No
Female	45	49	Pancreas	I	0.13	37	29576381	0.12509982205057477	NET
Female	45	49	Pancreas	II	0.07	22	29576381	0.07438367797601741	NET
Female	45	49	Pancreas	III	0	1	29576381	0.0033810762716371553	NET
Female	45	49	Pancreas	IV	0.22	66	29576381	0.22315103392805224	NET
Female	45	49	Pancreas	Unknown/missing	0.03	8	29576381	0.027048610173097242	NET
Female	45	49	Prostate	I	0	0	29576381	0	NotExpected
Female	45	49	Prostate	II	0	0	29576381	0	NotExpected
Female	45	49	Prostate	III	0	0	29576381	0	NotExpected
Female	45	49	Prostate	IV	0	0	29576381	0	NotExpected
Female	45	49	Prostate	Unknown/missing	0	0	29576381	0	NotExpected
Female	45	49	Sarcoma	I	1.04	309	29576381	1.0447525679358811	NotExpected
Female	45	49	Sarcoma	II	0.42	125	29576381	0.42263453395464445	NotExpected
Female	45	49	Sarcoma	III	0.52	155	29576381	0.5240668221037591	NotExpected
Female	45	49	Sarcoma	IV	0.5	149	29576381	0.5037803644739361	NotExpected
Female	45	49	Sarcoma	Unknown/missing	5.09	1505	29576381	5.088519788813919	NotExpected
Female	45	49	Stomach	I	0.57	168	29576381	0.5680208136350421	No
Female	45	49	Stomach	II	0.3	89	29576381	0.3009157881757068	No
Female	45	49	Stomach	III	0.3	88	29576381	0.29753471190406966	No
Female	45	49	Stomach	IV	1.62	480	29576381	1.6229166103858346	No
Female	45	49	Stomach	Unknown/missing	1.29	383	29576381	1.2949522120370305	No
Female	45	49	Stomach	I	0.06	18	29576381	0.0608593728894688	NET
Female	45	49	Stomach	II	0	1	29576381	0.0033810762716371553	NET
Female	45	49	Stomach	III	0	0	29576381	0	NET
Female	45	49	Stomach	IV	0.02	5	29576381	0.016905381358185777	NET
Female	45	49	Stomach	Unknown/missing	0.01	3	29576381	0.010143228814911465	NET
Female	45	49	Thyroid	I	18.45	5457	29576381	18.450533214323958	NotExpected
Female	45	49	Thyroid	II	4.02	1190	29576381	4.023480763248215	NotExpected
Female	45	49	Thyroid	III	6.4	1892	29576381	6.396996305937497	NotExpected
Female	45	49	Thyroid	IV	2.57	761	29576381	2.572999042715875	NotExpected
Female	45	49	Thyroid	Unknown/missing	2.21	655	29576381	2.2146049579223366	NotExpected
Female	45	49	Urothelial Tract	I	0.06	19	29576381	0.06424044916110595	No
Female	45	49	Urothelial Tract	II	0.03	10	29576381	0.033810762716371554	No
Female	45	49	Urothelial Tract	III	0.07	21	29576381	0.07100260170438026	No
Female	45	49	Urothelial Tract	IV	0.09	26	29576381	0.08790798306256604	No
Female	45	49	Urothelial Tract	Unknown/missing	0.03	10	29576381	0.033810762716371554	No
Female	45	49	Urothelial Tract	I	0	0	29576381	0	NET
Female	45	49	Urothelial Tract	II	0	0	29576381	0	NET
Female	45	49	Urothelial Tract	III	0	0	29576381	0	NET
Female	45	49	Urothelial Tract	IV	0	1	29576381	0.0033810762716371553	NET
Female	45	49	Urothelial Tract	Unknown/missing	0	0	29576381	0	NET
Female	45	49	Uterus	I	15.41	4557	29576381	15.407564569850518	No
Female	45	49	Uterus	II	1.6	473	29576381	1.5992490764843743	No
Female	45	49	Uterus	III	2.54	751	29576381	2.539188279999504	No
Female	45	49	Uterus	IV	1.16	343	29576381	1.1597091611715442	No
Female	45	49	Uterus	Unknown/missing	1.54	456	29576381	1.5417707798665428	No
Female	45	49	Uterus	I	0	1	29576381	0.0033810762716371553	NET
Female	45	49	Uterus	II	0	0	29576381	0	NET
Female	45	49	Uterus	III	0	1	29576381	0.0033810762716371553	NET
Female	45	49	Uterus	IV	0	0	29576381	0	NET
Female	45	49	Uterus	Unknown/missing	0.02	5	29576381	0.016905381358185777	NET
Female	45	49	CUP	I	0	0	29576381	0	NotExpected
Female	45	49	CUP	II	0	0	29576381	0	NotExpected
Female	45	49	CUP	III	0	0	29576381	0	NotExpected
Female	45	49	CUP	IV	0	0	29576381	0	NotExpected
Female	45	49	CUP	Unknown/missing	3.02	894	29576381	3.022682186843617	NotExpected
Female	45	49	Brain	I	0	0	29576381	0	NotExpected
Female	45	49	Brain	II	0	0	29576381	0	NotExpected
Female	45	49	Brain	III	0	0	29576381	0	NotExpected
Female	45	49	Brain	IV	0	0	29576381	0	NotExpected
Female	45	49	Brain	Unknown/missing	4.78	1414	29576381	4.780841848094938	NotExpected
Female	45	49	[OTHER]	I	1.38	409	29576381	1.3828601950995965	NotExpected
Female	45	49	[OTHER]	II	0.81	239	29576381	0.8080772289212801	NotExpected
Female	45	49	[OTHER]	III	0.82	244	29576381	0.824982610279466	NotExpected
Female	45	49	[OTHER]	IV	0.69	205	29576381	0.6931206356856169	NotExpected
Female	45	49	[OTHER]	Unknown/missing	7.46	2207	29576381	7.462035331503202	NotExpected
Female	50	54	Anus	I	0.9	264	29226040	0.9033040398220217	NotExpected
Female	50	54	Anus	II	1.29	377	29226040	1.2899455417155385	NotExpected
Female	50	54	Anus	III	1.36	398	29226040	1.3617992721559267	NotExpected
Female	50	54	Anus	IV	0.3	88	29226040	0.3011013466073406	NotExpected
Female	50	54	Anus	Unknown/missing	0.99	290	29226040	0.992265801319645	NotExpected
Female	50	54	Bladder	I	1	292	29226040	0.9991090137425392	No
Female	50	54	Bladder	II	0.49	144	29226040	0.4927112944483755	No
Female	50	54	Bladder	III	0.3	88	29226040	0.3011013466073406	No
Female	50	54	Bladder	IV	0.63	184	29226040	0.6295755429062575	No
Female	50	54	Bladder	Unknown/missing	0.22	64	29226040	0.21898279753261132	No
Female	50	54	Bladder	I	0	0	29226040	0	NET
Female	50	54	Bladder	II	0.01	3	29226040	0.010264818634341156	NET
Female	50	54	Bladder	III	0	1	29226040	0.003421606211447052	NET
Female	50	54	Bladder	IV	0	1	29226040	0.003421606211447052	NET
Female	50	54	Bladder	Unknown/missing	0	0	29226040	0	NET
Female	50	54	Breast	I	99.97	29218	29226040	99.97249028605997	NotExpected
Female	50	54	Breast	II	78.28	22879	29226040	78.28292851169711	NotExpected
Female	50	54	Breast	III	27.4	8007	29226040	27.396800935056543	NotExpected
Female	50	54	Breast	IV	11.8	3448	29226040	11.797698217069435	NotExpected
Female	50	54	Breast	Unknown/missing	9.56	2793	29226040	9.556546148571616	NotExpected
Female	50	54	Cervix	I	4.83	1413	29226040	4.834729576774684	No
Female	50	54	Cervix	II	1.68	490	29226040	1.6765870436090555	No
Female	50	54	Cervix	III	3.06	893	29226040	3.0554943468222175	No
Female	50	54	Cervix	IV	2.09	610	29226040	2.0871797889827017	No
Female	50	54	Cervix	Unknown/missing	0.96	281	29226040	0.9614713454166215	No
Female	50	54	Cervix	I	0.02	6	29226040	0.020529637268682312	NET
Female	50	54	Cervix	II	0.01	2	29226040	0.006843212422894104	NET
Female	50	54	Cervix	III	0.04	12	29226040	0.041059274537364625	NET
Female	50	54	Cervix	IV	0.08	22	29226040	0.07527533665183515	NET
Female	50	54	Cervix	Unknown/missing	0.01	4	29226040	0.013686424845788208	NET
Female	50	54	Colon/Rectum	I	10.91	3188	29226040	10.908080602093202	No
Female	50	54	Colon/Rectum	II	8.44	2466	29226040	8.43768091742843	No
Female	50	54	Colon/Rectum	III	12.02	3514	29226040	12.023524227024941	No
Female	50	54	Colon/Rectum	IV	9.28	2713	29226040	9.282817651655852	No
Female	50	54	Colon/Rectum	Unknown/missing	7.52	2199	29226040	7.524112058972067	No
Female	50	54	Colon/Rectum	I	0.35	101	29226040	0.34558222735615224	NET
Female	50	54	Colon/Rectum	II	0.04	11	29226040	0.03763766832591758	NET
Female	50	54	Colon/Rectum	III	0.12	35	29226040	0.11975621740064682	NET
Female	50	54	Colon/Rectum	IV	0.15	45	29226040	0.15397227951511733	NET
Female	50	54	Colon/Rectum	Unknown/missing	0.1	30	29226040	0.10264818634341157	NET
Female	50	54	Esophagus	I	0.21	60	29226040	0.20529637268682313	No
Female	50	54	Esophagus	II	0.31	91	29226040	0.31136616524168176	No
Female	50	54	Esophagus	III	0.39	115	29226040	0.39348471431641097	No
Female	50	54	Esophagus	IV	0.56	164	29226040	0.5611434186773165	No
Female	50	54	Esophagus	Unknown/missing	0.23	66	29226040	0.22582600995550542	No
Female	50	54	Esophagus	I	0	0	29226040	0	NET
Female	50	54	Esophagus	II	0	0	29226040	0	NET
Female	50	54	Esophagus	III	0	0	29226040	0	NET
Female	50	54	Esophagus	IV	0.01	4	29226040	0.013686424845788208	NET
Female	50	54	Esophagus	Unknown/missing	0	0	29226040	0	NET
Female	50	54	Gallbladder	I	0.52	152	29226040	0.520084144139952	No
Female	50	54	Gallbladder	II	0.64	187	29226040	0.6398403615405988	No
Female	50	54	Gallbladder	III	0.2	59	29226040	0.20187476647537606	No
Female	50	54	Gallbladder	IV	0.93	271	29226040	0.9272552833021511	No
Female	50	54	Gallbladder	Unknown/missing	0.2	58	29226040	0.19845316026392903	No
Female	50	54	Gallbladder	I	0	0	29226040	0	NET
Female	50	54	Gallbladder	II	0.01	2	29226040	0.006843212422894104	NET
Female	50	54	Gallbladder	III	0	0	29226040	0	NET
Female	50	54	Gallbladder	IV	0.01	4	29226040	0.013686424845788208	NET
Female	50	54	Gallbladder	Unknown/missing	0.03	8	29226040	0.027372849691576415	NET
Female	50	54	Head and Neck	I	3.07	897	29226040	3.0691807716680053	No
Female	50	54	Head and Neck	II	1.57	458	29226040	1.5670956448427498	No
Female	50	54	Head and Neck	III	1.69	495	29226040	1.6936950746662909	No
Female	50	54	Head and Neck	IV	4.04	1181	29226040	4.040916935718968	No
Female	50	54	Head and Neck	Unknown/missing	1.84	539	29226040	1.844245747969961	No
Female	50	54	Head and Neck	I	0.01	2	29226040	0.006843212422894104	NET
Female	50	54	Head and Neck	II	0	1	29226040	0.003421606211447052	NET
Female	50	54	Head and Neck	III	0	1	29226040	0.003421606211447052	NET
Female	50	54	Head and Neck	IV	0.03	8	29226040	0.027372849691576415	NET
Female	50	54	Head and Neck	Unknown/missing	0.01	4	29226040	0.013686424845788208	NET
Female	50	54	Kidney	I	9.61	2810	29226040	9.614713454166216	NotExpected
Female	50	54	Kidney	II	1.28	373	29226040	1.2762591168697504	NotExpected
Female	50	54	Kidney	III	1.29	378	29226040	1.2933671479269857	NotExpected
Female	50	54	Kidney	IV	1.51	442	29226040	1.512349945459597	NotExpected
Female	50	54	Kidney	Unknown/missing	0.61	177	29226040	0.6056242994261282	NotExpected
Female	50	54	Liver/Bile-duct	I	1.54	451	29226040	1.5431444013626205	NotExpected
Female	50	54	Liver/Bile-duct	II	0.82	240	29226040	0.8211854907472925	NotExpected
Female	50	54	Liver/Bile-duct	III	0.86	252	29226040	0.8622447652846571	NotExpected
Female	50	54	Liver/Bile-duct	IV	0.8	234	29226040	0.8006558534786102	NotExpected
Female	50	54	Liver/Bile-duct	Unknown/missing	1	292	29226040	0.9991090137425392	NotExpected
